"Date","DEPTH","TEMPERATURE","OXYGEN"
1974-09-07,12.2,11,6
1974-09-07,16.8,10.2,2
1975-09-07,0.9,15.5,12
1975-09-07,15.2,9.5,1
1975-09-07,17.7,9,1
1976-09-11,0,18,8.8
1976-09-11,10,18,8.6
1976-09-11,12,18,8.5
1976-09-11,14,16.2,2.8
1976-09-11,16,14.5,0.4
1976-09-11,18,13.2,0.3
1976-09-11,2,18,8.8
1976-09-11,4,18,8.8
1976-09-11,6,18,8.7
1976-09-11,8,18,8.7
1989-07-08,0,22,9.8
1989-07-08,1,22.2,9.9
1989-07-08,10,13.1,7.1
1989-07-08,11,12.6,7.5
1989-07-08,12,13.4,7
1989-07-08,13,12.8,7.2
1989-07-08,14,12,7.2
1989-07-08,15,11,8
1989-07-08,16,11,6.2
1989-07-08,17,11,5.6
1989-07-08,18,11,5.1
1989-07-08,2,22,9.8
1989-07-08,3,22,9.6
1989-07-08,4,22,9.6
1989-07-08,5,22,9.6
1989-07-08,6,21.7,9.5
1989-07-08,7,21.7,9.5
1989-07-08,8,15.3,7.8
1989-07-08,9,14.2,7.3
1992-06-20,0,22,8.9
1992-06-20,1,21.8,8.9
1992-06-20,10,13.1,7.9
1992-06-20,12,12,8.1
1992-06-20,14,10.8,7.8
1992-06-20,16,10.1,7.5
1992-06-20,17.5,9.9,6.9
1992-06-20,2,21.9,8.9
1992-06-20,3,21.9,8.9
1992-06-20,5,21.9,8.9
1992-06-20,6,21.7,8.9
1992-06-20,7,19,9
1992-06-20,8,15.2,8.3
1992-08-21,0,23,8.8
1992-08-21,1,21.5,8.8
1992-08-21,10,18.8,4.1
1992-08-21,11,16,2.5
1992-08-21,12,14,2.5
1992-08-21,13,12.5,2.5
1992-08-21,14,11.5,2.2
1992-08-21,15,11,1.6
1992-08-21,16,10.9,1.2
1992-08-21,17,10.5,1
1992-08-21,19,10.2,1
1992-08-21,2,21,8.8
1992-08-21,21,10.2,0.4
1992-08-21,22,10.2,0.4
1992-08-21,23,10.2,0.4
1992-08-21,24,10.2,0.4
1992-08-21,25,10.2,0.4
1992-08-21,26,10,0.4
1992-08-21,3,21,8.8
1992-08-21,4,21,8.8
1992-08-21,5,21,8.8
1992-08-21,6,21,8.8
1992-08-21,7,21,8.6
1992-08-21,8,21.5,8.2
1992-08-21,9,20,6.2
1992-08-22,0,21,9.2
1992-08-22,1,21,9.2
1992-08-22,10,17.1,2.8
1992-08-22,11,15.2,2.4
1992-08-22,12,13,2.5
1992-08-22,13,11,2.4
1992-08-22,14,10.9,2.1
1992-08-22,15,10.2,1.7
1992-08-22,16,9.9,1.2
1992-08-22,17,9.2,0.8
1992-08-22,18,9.2,0.8
1992-08-22,19,9,0.4
1992-08-22,3,20.3,9.3
1992-08-22,5,20.1,9.3
1992-08-22,7,20,9
1992-08-22,8,19.3,7.4
1992-08-22,9,19,5.7
1993-06-27,0,22,8.7
1993-06-27,1,22,8.7
1993-06-27,10,15.7,8
1993-06-27,11,15,7.8
1993-06-27,12,14.3,7.4
1993-06-27,13,13.5,7.2
1993-06-27,14,12.1,6.6
1993-06-27,15,11.5,6.6
1993-06-27,16,11,6.4
1993-06-27,17,10.9,6.3
1993-06-27,18,10.3,5.6
1993-06-27,19,10,3.2
1993-06-27,2,21.6,8.6
1993-06-27,20,10,0.8
1993-06-27,21,10,0.6
1993-06-27,22,10,0.4
1993-06-27,3,21.5,8.6
1993-06-27,4,21,8.6
1993-06-27,5,20.2,8.6
1993-06-27,6,19,8.6
1993-06-27,7,17,8.6
1993-06-27,8,16.5,8.4
1993-06-27,9,16.2,8.4
1993-07-25,0,22.1,8
1993-07-25,1,22.1,8
1993-07-25,10,16.2,5.4
1993-07-25,11,15,5
1993-07-25,12,15,4.5
1993-07-25,13,14,4.4
1993-07-25,14,12.8,3.4
1993-07-25,15,12,3
1993-07-25,16,12,2.5
1993-07-25,17,12,2.4
1993-07-25,19,11.5,1.2
1993-07-25,2,22.1,8
1993-07-25,21,11.5,1.2
1993-07-25,3,22,8
1993-07-25,4,22,8
1993-07-25,5,22,8
1993-07-25,6,22,8
1993-07-25,7,21.1,7.8
1993-07-25,8,20,6.8
1993-07-25,9,18,6.2
1993-08-25,0,23.1,8.6
1993-08-25,1,23,8.8
1993-08-25,10,17.5,2.8
1993-08-25,11,16.5,2.4
1993-08-25,12,15.5,2.4
1993-08-25,13,15,2.4
1993-08-25,14,13,1.2
1993-08-25,15,13,1
1993-08-25,17,12,0.5
1993-08-25,19,11.5,0.4
1993-08-25,2,23,8.5
1993-08-25,21,11.5,0.4
1993-08-25,22,11.5,0.4
1993-08-25,3,23,8.5
1993-08-25,4,23,8.4
1993-08-25,5,22.8,8.4
1993-08-25,6,22.8,8.5
1993-08-25,7,22.8,8.5
1993-08-25,8,22.8,8.2
1993-08-25,9,18.7,3.8
1995-05-28,0,19,9.2
1995-05-28,1,18,11.8
1995-05-28,10,11.2,6.5
1995-05-28,11,11,6.4
1995-05-28,12,10.4,6.4
1995-05-28,13,10.1,6.4
1995-05-28,14,10,6.2
1995-05-28,15,10,6.1
1995-05-28,17,9.8,5.9
1995-05-28,19,9.4,5.6
1995-05-28,2,16.5,10.8
1995-05-28,21,9,3.4
1995-05-28,3,14.5,10.8
1995-05-28,4,14.5,9.6
1995-05-28,5,14,8.8
1995-05-28,6,14,7.6
1995-05-28,7,13,7.4
1995-05-28,8,12.2,7.2
1995-05-28,9,11.5,7
1995-06-17,0,18.2,11
1995-06-17,1,18,11.2
1995-06-17,10,11.5,10.2
1995-06-17,11,11,10.2
1995-06-17,12,11,9.9
1995-06-17,13,10.3,9.9
1995-06-17,14,10.5,10
1995-06-17,15,10.2,9.9
1995-06-17,17,10,9.6
1995-06-17,19,9.9,9.1
1995-06-17,2,18,11
1995-06-17,20,9.9,8.8
1995-06-17,21,9.7,0.8
1995-06-17,3,17.8,11
1995-06-17,4,17.5,11
1995-06-17,5,17.4,11
1995-06-17,6,17.2,10.3
1995-06-17,7,17,10.8
1995-06-17,8,14.8,10.4
1995-06-17,9,12.5,10.4
1995-06-26,0,24.7,8.5
1995-06-26,1,24.7,8.5
1995-06-26,10,13.1,8
1995-06-26,11,13.75,7.55
1995-06-26,12,12.1,7.9
1995-06-26,13,12.5,8.15
1995-06-26,14,11.8,7.8
1995-06-26,15,11.7,7.4
1995-06-26,16,11.55,7.25
1995-06-26,17,11,7.1
1995-06-26,2,24.5,8.5
1995-06-26,3,24.75,8.2
1995-06-26,4,22.8,9
1995-06-26,5,21.5,8.8
1995-06-26,6,19.5,9.2
1995-06-26,7,18,8.35
1995-06-26,8,15.1,8.2
1995-06-26,9,14.35,7.65
1995-07-11,0,24,8.5
1995-07-11,1,23.5,8.5
1995-07-11,10,13.5,6.6
1995-07-11,11,12.2,6.4
1995-07-11,12,11.8,6.4
1995-07-11,13,11,6.2
1995-07-11,14,11,6.1
1995-07-11,15,10.8,6
1995-07-11,17,10.5,5.6
1995-07-11,19,10.1,5
1995-07-11,2,23.3,8.6
1995-07-11,21,10.1,2.6
1995-07-11,3,23,8.6
1995-07-11,4,23,8.6
1995-07-11,5,22.9,8.5
1995-07-11,6,22,8.2
1995-07-11,7,19.1,8
1995-07-11,8,16,7.2
1995-07-11,9,14.5,7
1995-07-25,0,24,8
1995-07-25,1,24,8
1995-07-25,10,14.9,5
1995-07-25,11,13,5
1995-07-25,12,12.5,5
1995-07-25,13,12,4.8
1995-07-25,14,11.5,4.8
1995-07-25,15,11,4.8
1995-07-25,17,10.9,4.5
1995-07-25,19,10.9,4.5
1995-07-25,2,24,8.2
1995-07-25,20,10.9,4.2
1995-07-25,21,10.9,2.4
1995-07-25,3,24,8.2
1995-07-25,4,23.8,8.1
1995-07-25,5,22.9,8
1995-07-25,6,22.4,8
1995-07-25,7,21.9,7.4
1995-07-25,8,18.9,6.2
1995-07-25,9,16,5.4
1995-08-08,0,24.4,8.2
1995-08-08,1,24,8.2
1995-08-08,10,13.7,3.5
1995-08-08,11,12.5,3.5
1995-08-08,12,12,3.8
1995-08-08,13,12,3.8
1995-08-08,14,11,3.6
1995-08-08,15,10.9,3.4
1995-08-08,16,10.5,3.3
1995-08-08,18,10.4,2.5
1995-08-08,19,10.1,2.4
1995-08-08,2,23.2,8.4
1995-08-08,20,10.1,2
1995-08-08,21,10,0.4
1995-08-08,3,23,8.4
1995-08-08,4,22.8,8.4
1995-08-08,5,22.7,8.4
1995-08-08,6,22.1,8.4
1995-08-08,7,22,7.8
1995-08-08,8,18.6,5.2
1995-08-08,9,15,3.5
1995-08-21,10,16,2.4
1995-08-21,11,15.5,2.7
1995-08-21,13,13,2.8
1995-08-21,15,12.3,2.4
1995-08-21,17,11.9,2
1995-08-21,3,25,7.9
1995-08-21,5,24.5,8
1995-08-21,7,24,7.3
1995-08-21,9,22,2.5
1995-08-27,0,20.6,9.4
1995-08-27,1,20.5,9.2
1995-08-27,10,14,2.8
1995-08-27,11,13,2.5
1995-08-27,12,12.3,2.5
1995-08-27,13,11.8,2.8
1995-08-27,14,11.1,2.6
1995-08-27,15,11,2.1
1995-08-27,17,10.5,1.6
1995-08-27,18,10.5,1.5
1995-08-27,2,20.2,9.2
1995-08-27,3,20.1,9.1
1995-08-27,4,20.1,9
1995-08-27,5,20.1,9
1995-08-27,6,20,9
1995-08-27,7,20,8.6
1995-08-27,8,20,8.6
1995-08-27,9,19,6.8
1995-09-21,0,17.1,9.4
1995-09-21,1,17,9.4
1995-09-21,10,16.2,8.8
1995-09-21,11,16.2,8.9
1995-09-21,12,16.2,8.9
1995-09-21,13,16,8.8
1995-09-21,14,16,8
1995-09-21,15,11.1,0.6
1995-09-21,17,10.8,0.4
1995-09-21,19,10.5,0.4
1995-09-21,2,16.9,9.3
1995-09-21,20,10.1,0.4
1995-09-21,3,16.8,9.3
1995-09-21,4,16.5,9.2
1995-09-21,5,16.5,9.2
1995-09-21,6,16.5,9.2
1995-09-21,7,16.5,9.2
1995-09-21,8,16.5,8.8
1995-09-21,9,16.3,8.8
1995-09-24,11,17.3,9
1995-09-24,13,17.1,8.9
1995-09-24,15,15,6.4
1995-09-24,16,13,2
1995-09-24,17,12,1.4
1995-09-24,3,17.5,9.4
1995-09-24,5,17.5,8.9
1995-09-24,7,17.5,9.1
1995-09-24,9,17.5,8.9
1996-06-02,0,17,11.6
1996-06-02,0.3,17,11.6
1996-06-02,0.6,16.5,11.5
1996-06-02,0.9,16.3,11.7
1996-06-02,1.2,14.3,12.1
1996-06-02,1.5,13.8,12
1996-06-02,1.8,13.2,11.8
1996-06-02,2.1,13.2,11.8
1996-06-02,2.4,12.8,11.4
1996-06-02,2.7,12,11.2
1996-06-02,3,11.5,11
1996-06-02,3.4,11,10.9
1996-06-02,3.7,10.7,10.9
1996-06-02,4,10.3,10.6
1996-06-02,4.3,10,10.6
1996-06-02,4.6,9.85,10.55
1996-06-02,5.2,9.5,10.5
1996-06-02,5.8,9.5,10.4
1996-06-02,6.4,9,0.8
1996-06-20,0,21.5,8.9
1996-06-20,0.3,21,8.8
1996-06-20,0.6,21,8.8
1996-06-20,0.9,20.8,8.8
1996-06-20,1.2,20.8,8.8
1996-06-20,1.5,19,8.8
1996-06-20,1.8,16,8.8
1996-06-20,2.1,14.9,8.4
1996-06-20,2.4,13.5,8.4
1996-06-20,2.7,13,8.1
1996-06-20,3,12,8
1996-06-20,3.4,11,7.9
1996-06-20,3.7,10.6,7.8
1996-06-20,4,10.4,7.4
1996-06-20,4.3,10.1,7.4
1996-06-20,4.6,10,7.4
1996-06-20,5.2,9.8,7.3
1996-06-20,5.8,9.8,7.1
1996-06-20,6.1,9.5,5.5
1996-06-20,6.4,9.1,0.5
1996-07-02,0,21.9,9.6
1996-07-02,0.3,19.9,9.8
1996-07-02,0.6,19,9.8
1996-07-02,0.9,18.7,0
1996-07-02,1.2,18,9.6
1996-07-02,1.5,18,9.6
1996-07-02,1.8,17,9.5
1996-07-02,2.1,15.8,8.2
1996-07-02,2.4,14.4,8
1996-07-02,2.7,13.6,7.3
1996-07-02,3,12.5,7.2
1996-07-02,3.4,11.7,6.9
1996-07-02,3.7,11.2,7
1996-07-02,4,11,6.8
1996-07-02,4.3,10.7,6.6
1996-07-02,4.6,10.2,6.6
1996-07-02,5.2,10,6.6
1996-07-02,5.8,9.8,6.1
1996-07-02,6.2,9.4,0.6
1996-08-02,0,21,9.4
1996-08-02,1,20.9,9.6
1996-08-02,10,13,3.8
1996-08-02,11,12.5,3.8
1996-08-02,12,12.5,3.8
1996-08-02,13,12,4
1996-08-02,14,11.5,4
1996-08-02,15,10.7,3.8
1996-08-02,17,10.3,2.9
1996-08-02,19,10,2.8
1996-08-02,2,20.5,9.6
1996-08-02,20,10,1.8
1996-08-02,3,20.2,9.6
1996-08-02,4,20.1,9.6
1996-08-02,5,20,9.6
1996-08-02,6,20,8.3
1996-08-02,7,19,8.2
1996-08-02,8,18.7,7.5
1996-08-02,9,14.9,4
1996-08-22,0,22,9.1
1996-08-22,1,22,9.1
1996-08-22,10,13.5,2.6
1996-08-22,11,13.5,2.2
1996-08-22,12,12,2
1996-08-22,13,11.7,2.1
1996-08-22,14,11,1.6
1996-08-22,15,10,1.2
1996-08-22,17,10.1,0.8
1996-08-22,19,10,0.8
1996-08-22,19.5,10,0.4
1996-08-22,2,21.5,9.1
1996-08-22,3,21.3,9.2
1996-08-22,4,21.1,9.1
1996-08-22,5,21,9
1996-08-22,6,21,8.9
1996-08-22,7,20.5,9
1996-08-22,8,18.5,5.4
1996-08-22,9,16,2.7
1996-09-21,0,16.5,9.2
1996-09-21,1,16.5,9.4
1996-09-21,10,16,9.4
1996-09-21,11,16,9.1
1996-09-21,12,16,9.1
1996-09-21,13,13,0.5
1996-09-21,14,11,0.3
1996-09-21,17,10,0.2
1996-09-21,18,10,0.2
1996-09-21,2,16.5,9.4
1996-09-21,3,16.5,9.5
1996-09-21,4,16.5,9.5
1996-09-21,5,16.5,9.4
1996-09-21,6,16,9.4
1996-09-21,7,16,9.4
1996-09-21,8,16.5,9.4
1996-09-21,9,16.5,9.4
1997-06-08,0,18,9.4
1997-06-08,1,18,9.6
1997-06-08,10,11.5,10.2
1997-06-08,11,11.1,10.4
1997-06-08,12,11,10.2
1997-06-08,13,11,10.1
1997-06-08,14,10.8,10.2
1997-06-08,15,10.8,10.2
1997-06-08,17,10.5,10.2
1997-06-08,19,10.3,9.8
1997-06-08,2,17.5,9.8
1997-06-08,21,10,2.4
1997-06-08,23,10,2.2
1997-06-08,3,17.1,10
1997-06-08,4,16.5,10.2
1997-06-08,5,15.5,10.4
1997-06-08,6,14,10.3
1997-06-08,7,13.3,10.4
1997-06-08,8,12.3,10.4
1997-06-08,9,12,10.4
1997-06-30,0,25.9,8.6
1997-06-30,1,24.8,8.8
1997-06-30,10,13,8.4
1997-06-30,11,12,8.4
1997-06-30,12,12,8.4
1997-06-30,13,12,8.4
1997-06-30,14,11.9,8.4
1997-06-30,15,11,8.4
1997-06-30,17,11,8.2
1997-06-30,19,11,8
1997-06-30,2,23.5,9.2
1997-06-30,20,11,6.8
1997-06-30,21,10.8,0.8
1997-06-30,3,23,9.2
1997-06-30,4,22.1,9.2
1997-06-30,5,21.5,9
1997-06-30,6,21,8.8
1997-06-30,7,17,8.4
1997-06-30,8,15.2,8.4
1997-06-30,9,13,8.4
1997-07-18,0,25,8.6
1997-07-18,1,25,8.6
1997-07-18,10,13,6.8
1997-07-18,11,12.7,6.8
1997-07-18,12,12.5,7
1997-07-18,13,12,6.8
1997-07-18,14,11.8,6.8
1997-07-18,15,11.2,6.7
1997-07-18,17,11,6
1997-07-18,19,11,5.2
1997-07-18,2,24.9,8.6
1997-07-18,21,11,1
1997-07-18,3,24.9,8.6
1997-07-18,4,24.5,8.6
1997-07-18,5,24,8.5
1997-07-18,6,22.5,8
1997-07-18,7,21.5,7.2
1997-07-18,8,17,7
1997-07-18,9,14,6.8
1997-08-08,0,24.9,9
1997-08-08,1,23.5,9
1997-08-08,10,14,5.1
1997-08-08,11,13,5.1
1997-08-08,12,12.8,5.1
1997-08-08,13,12.1,5.5
1997-08-08,14,12,5.4
1997-08-08,15,11.5,4.5
1997-08-08,17,11,4.4
1997-08-08,19,11,3.2
1997-08-08,2,23.5,9
1997-08-08,21,11,0.5
1997-08-08,3,23.2,9
1997-08-08,4,23.1,9
1997-08-08,5,23,8.9
1997-08-08,6,22.7,8.5
1997-08-08,7,22,8
1997-08-08,8,18.3,5.2
1997-08-08,9,15.5,5
1997-08-31,0,22.1,8.6
1997-08-31,1,22.1,8.6
1997-08-31,10,15,3.1
1997-08-31,11,12.9,3.6
1997-08-31,12,12.9,3.5
1997-08-31,13,12.1,3.6
1997-08-31,14,12,3
1997-08-31,15,11.5,2.8
1997-08-31,17,11,1.9
1997-08-31,19,11,0.4
1997-08-31,2,22,8.6
1997-08-31,3,21.9,8.6
1997-08-31,4,21.5,8.6
1997-08-31,5,21.5,8.4
1997-08-31,6,21.5,8.3
1997-08-31,7,21.4,8.3
1997-08-31,8,21.2,7.9
1997-08-31,9,20,5.9
1997-09-16,0,20.5,9.2
1997-09-16,1,20.5,9
1997-09-16,10,18,4.2
1997-09-16,11,14,2.2
1997-09-16,12,13,2.5
1997-09-16,13,12.4,2.5
1997-09-16,14,11.5,1.8
1997-09-16,15,11.3,0.8
1997-09-16,17,11,0.2
1997-09-16,18,11,0.2
1997-09-16,2,20.5,9
1997-09-16,3,20.5,9
1997-09-16,4,20.2,8.9
1997-09-16,5,20,8.6
1997-09-16,6,19.8,8.5
1997-09-16,7,19.8,8.4
1997-09-16,8,19.4,7.9
1997-09-16,9,18.5,7.5
1997-10-07,0,15,8.2
1997-10-07,1,15,8.8
1997-10-07,10,15,8.5
1997-10-07,11,15,8.5
1997-10-07,12,14.9,8.4
1997-10-07,13,14.2,7
1997-10-07,14,12.5,0.8
1997-10-07,15,12,0.5
1997-10-07,17,11.1,0.2
1997-10-07,19,11,0.2
1997-10-07,2,15,8.8
1997-10-07,3,15,8.8
1997-10-07,4,15,8.6
1997-10-07,5,15,8.6
1997-10-07,6,15,8.6
1997-10-07,7,15,8.6
1997-10-07,8,15,8.6
1997-10-07,9,15,8.6
1998-06-21,0,21.6,9.6
1998-06-21,1,21.6,9.8
1998-06-21,10,15.5,8.2
1998-06-21,11,14.9,7.6
1998-06-21,12,14,7.4
1998-06-21,13,12.4,7.5
1998-06-21,14,11.9,7.4
1998-06-21,15,11,7
1998-06-21,17,10,6.8
1998-06-21,19,10,6.5
1998-06-21,2,20.1,9.8
1998-06-21,21,9.6,0.2
1998-06-21,3,19.8,10.1
1998-06-21,4,19.2,10.2
1998-06-21,5,18.1,10.2
1998-06-21,6,18,10.2
1998-06-21,7,17.5,10.1
1998-06-21,8,17,9.5
1998-06-21,9,16.6,8.8
1998-07-21,0,25.2,9.4
1998-07-21,1,25,9.4
1998-07-21,10,16,4
1998-07-21,11,14.8,3.9
1998-07-21,12,14.5,3.8
1998-07-21,13,13.5,3.7
1998-07-21,14,12.3,3.7
1998-07-21,15,12,3.6
1998-07-21,17,11.3,3.4
1998-07-21,19,10.9,3.3
1998-07-21,2,24.9,9.4
1998-07-21,20,10.7,3.2
1998-07-21,21,10.7,0.7
1998-07-21,3,24.6,9.4
1998-07-21,4,24,9.4
1998-07-21,5,24,9.4
1998-07-21,6,21.5,9.4
1998-07-21,7,20.5,8.7
1998-07-21,8,19.6,6.5
1998-07-21,9,17.1,4.6
1998-08-07,0,25.6,8.2
1998-08-07,1,25.3,8.4
1998-08-07,10,16.5,2
1998-08-07,11,15.2,1.9
1998-08-07,12,14.9,2
1998-08-07,13,13.5,2
1998-08-07,14,12.5,2
1998-08-07,15,12,2
1998-08-07,17,11.5,1.6
1998-08-07,19,11,1.2
1998-08-07,2,25.1,8.4
1998-08-07,20,11,0.8
1998-08-07,21,11,0.3
1998-08-07,3,25,8.4
1998-08-07,4,24.7,8.4
1998-08-07,5,24,8.4
1998-08-07,6,23.8,7.9
1998-08-07,7,21.1,5.4
1998-08-07,8,21,2.5
1998-08-07,9,17.2,2.3
1998-08-24,0,23,8.6
1998-08-24,1,23,8.6
1998-08-24,10,16.5,0.6
1998-08-24,11,15.6,0.6
1998-08-24,12,15,0.6
1998-08-24,13,13.4,0.6
1998-08-24,14,12.2,0.3
1998-08-24,15,12,0.2
1998-08-24,17,11.7,0.2
1998-08-24,19,11.3,0.1
1998-08-24,2,23,8.6
1998-08-24,3,23,8.6
1998-08-24,4,23,8.6
1998-08-24,5,23,8.6
1998-08-24,6,23,8.5
1998-08-24,7,22.9,8.5
1998-08-24,8,22.9,5.6
1998-08-24,9,18.1,1.2
1999-05-31,0,20.2,9.8
1999-05-31,1,19.7,9.8
1999-05-31,10,13.5,9.4
1999-05-31,11,12.5,9.6
1999-05-31,12,11,9.5
1999-05-31,13,10.5,9.6
1999-05-31,14,10,9.6
1999-05-31,15,9.9,9.6
1999-05-31,17,9.4,9.3
1999-05-31,19,9,8.6
1999-05-31,2,19,9.8
1999-05-31,20,9,7.8
1999-05-31,20.6,9,0.6
1999-05-31,3,18.4,9.9
1999-05-31,4,17.5,10
1999-05-31,5,16.5,9.9
1999-05-31,6,16.2,9.9
1999-05-31,7,15.9,9.6
1999-05-31,8,15,9.6
1999-05-31,9,14.5,9.5
1999-06-17,0,22.1,8.7
1999-06-17,1,22,8.8
1999-06-17,10,14.5,7.9
1999-06-17,11,13.7,7.8
1999-06-17,12,13.2,7.8
1999-06-17,13,12,7.8
1999-06-17,14,11.5,7.6
1999-06-17,15,11.3,7.6
1999-06-17,17,11.2,7.4
1999-06-17,19,10,7.2
1999-06-17,2,22,8.8
1999-06-17,20,10,7.2
1999-06-17,20.5,10,0.6
1999-06-17,3,22,8.8
1999-06-17,4,21.9,8.8
1999-06-17,5,21.3,8.7
1999-06-17,6,20.3,8.6
1999-06-17,7,20,8.4
1999-06-17,8,18,8.2
1999-06-17,9,15.7,8
1999-07-13,0,23.5,8.2
1999-07-13,1,23.5,8.2
1999-07-13,10,15.1,5.7
1999-07-13,11,14,5.4
1999-07-13,12,13,5.3
1999-07-13,13,12.2,5.4
1999-07-13,14,11.3,5.2
1999-07-13,15,11,5.1
1999-07-13,17,11,4.9
1999-07-13,19,10.8,4.4
1999-07-13,2,23.5,8.2
1999-07-13,20,10.5,2.5
1999-07-13,3,23.5,8.2
1999-07-13,4,23.5,8.2
1999-07-13,5,23.5,8.1
1999-07-13,6,23.5,8.2
1999-07-13,7,23,8
1999-07-13,8,19,6.6
1999-07-13,9,17,5.8
1999-08-02,0,25,8
1999-08-02,1,25,8
1999-08-02,10,15,4
1999-08-02,11,14.5,4
1999-08-02,12,13,4
1999-08-02,13,13,4
1999-08-02,14,12,4
1999-08-02,15,11.5,3.4
1999-08-02,17,11,3
1999-08-02,18,10.5,2.2
1999-08-02,19,10.5,1.8
1999-08-02,2,25,8
1999-08-02,3,25,8
1999-08-02,4,25,8
1999-08-02,5,25,8
1999-08-02,6,25,8
1999-08-02,7,22.8,7.1
1999-08-02,8,22,6
1999-08-02,9,17,4.2
1999-08-27,0,24,8.5
1999-08-27,1,24.2,8.4
1999-08-27,10,18.1,2.8
1999-08-27,11,15.8,2.1
1999-08-27,12,14.4,2.4
1999-08-27,13,13.3,2.4
1999-08-27,14,12.1,1.8
1999-08-27,15,12,1.4
1999-08-27,16,11.5,0.9
1999-08-27,17,11.2,0.8
1999-08-27,18,11.2,0.7
1999-08-27,18.5,11,0.4
1999-08-27,2,24.2,8.5
1999-08-27,3,24.2,8.5
1999-08-27,4,24.1,8.6
1999-08-27,5,23,8.7
1999-08-27,6,22.4,8.4
1999-08-27,7,22.2,8.4
1999-08-27,8,22,7.9
1999-08-27,9,20.1,5
1999-09-15,0,23,8.4
1999-09-15,1,23,8.2
